reference product,prod_category,prod_sub_category,ISIC_name,ISIC,CPC_name,CPC,code_EI
base plaster,GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394, Plasters,37410,143f36964543cf7fcc92fbfc458b2508
"cover plaster, mineral",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394, Plasters,37410,50a516109503a2a8b3cd1bdd59886d75
"cover plaster, organic",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394, Plasters,37410,d9c35f534455d4053f34be7a3be402c5
inert filler,GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394, Plasters,37410,bc40b641c4289e109fbadea15215073d
"thermal plaster, outdoor",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394, Plasters,37410,d85aac6f5729c05acbb6f9b2118bc824
stucco,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395, Plasters,37410,32916cd44bf52107d578057cac415721
"lime, packed",GlasNonMetal,Glass and other non-metallic products,"Quarrying of stone, sand and clay",810," Quicklime, slaked lime and hydraulic lime",37420,debef64ea32247df2809fdfa60ac7ab0
"lime, hydrated, loose weight",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Quicklime, slaked lime and hydraulic lime",37420,fd2fd3118efb980456e1ced8cfd8fb04
"lime, hydrated, packed",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Quicklime, slaked lime and hydraulic lime",37420,9723b2e2ba916b036beff45bd7caa5bc
"lime, hydraulic",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Quicklime, slaked lime and hydraulic lime",37420,7cc03299e83bf626167bf9ef7b6d9e02
"quicklime, in pieces, loose",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Quicklime, slaked lime and hydraulic lime",37420,ccd91609244882a98bb0d4146f22cc9a
"quicklime, milled, loose",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Quicklime, slaked lime and hydraulic lime",37420,382d323e216e4ffd7316a7e20f03b1e8
"quicklime, milled, packed",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Quicklime, slaked lime and hydraulic lime",37420,5cb8235f1d8d38594c55ea41c1ad7359
clinker,GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394, Cement clinkers,37430,366fc1786163c2e99ed7b1e77dd46673
ground granulated blast furnace slag,GlasNonMetal,Glass and other non-metallic products,Manufacture of non-metallic mineral products n.e.c.,239," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,d7d0e2ec417187d5b1d9e825db077a08
"cement, CEM III/A",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,776cdcbadb8cb155dbe70294ede356eb
"cement, CEM III/B",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,dafdfbe9c9a4f9a92800fc1096dc8cbd
"cement, CEM III/C",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,e1d5a16c49b99a94c71caa684405ee00
"cement, CEM IV/A",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,ee05f244b544a0f425f40062f71aa6af
"cement, CEM IV/B",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,7577a238b4da3d8351b5c9b2b9191a0c
"cement, CEM V/A",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,6d734374c9ae5d13f7a448e1396d626b
"cement, CEM V/B",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,065edddade3d6f06a2b6e372822a9e81
"cement, Portland",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers",37440,d14432cc9ce006c185cf4758655eb614
adhesive mortar,GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394, Non-refractory mortars and concretes,37510,71c0993a8fd8cb1aaf6b98f4e29fd716
autoclaved aerated concrete block,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395, Non-refractory mortars and concretes,37510,a80fd5c58ddf33f719b19aae21eddbf5
concrete block,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395, Non-refractory mortars and concretes,37510,7756ad7efd47780bd0e3ed0178787962
gypsum fibreboard,GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394, Articles of plaster or of compositions based on plaster,37530,87163d2eadf65e8a871c1d0f7b32adc5
gypsum plasterboard,GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394, Articles of plaster or of compositions based on plaster,37530,c360cff755a1b1eff4c552c7a4fa653e
cement cast plaster floor,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",37540,c1b1115160090089e8c6de111d8205c7
cement tile,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",37540,2cc5a11c79dbb651a3a838c35d8cd3bd
concrete roof tile,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",37540,882e1eab0896c4100c6b93745be38967
fibre cement facing tile,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",37540,77fb5cbe5e3d87e4a7e30b7321b0f948
"fibre cement facing tile, large format",GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",37540,5bed6ee428dc61292bd6ad4c74ce8479
"fibre cement facing tile, small format",GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",37540,f0af9678090e94a99dd53e635e97abe1
fibre cement roof slate,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",37540,7496566751d87a0f75399b4424dc8b52
sand-lime brick,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",37540,424433dfbadde56d862766c62ae3cde1
fibre cement corrugated slab,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Articles of asbestos-cement, cellulose fibre-cement or the like",37570,d3356321e2b9cf0d6a00ab99fe1dd6fa
"natural stone plate, cut",GlasNonMetal,Glass and other non-metallic products,"Cutting, shaping and finishing of stone",2396," Other worked monumental or building stone and articles thereof; other artificially coloured granules, chipping[…]",37690,8ebcd1b1b790a806df61cb29cebd552c
"natural stone plate, grounded",GlasNonMetal,Glass and other non-metallic products,"Cutting, shaping and finishing of stone",2396," Other worked monumental or building stone and articles thereof; other artificially coloured granules, chipping[…]",37690,c7efd1d89d69f620f450e89d0d575910
"natural stone plate, polished",GlasNonMetal,Glass and other non-metallic products,"Cutting, shaping and finishing of stone",2396," Other worked monumental or building stone and articles thereof; other artificially coloured granules, chipping[…]",37690,32215a5cc241dde43d892040dc257dd6
mastic asphalt,GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399, Articles of asphalt or of similar material,37930,49b3a1eb7a1cb381c855e4cd471e3ec7
"bitumen adhesive compound, cold",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…]",37940,179ecbe405e5318475c69b658c6c387e
"bitumen adhesive compound, hot",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…]",37940,edaf74056ad0943ace18bb2f932c034e
bitumen seal,GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…]",37940,244dcecd353480b95077190a728db662
"bitumen seal, Alu80",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…]",37940,156616cf81a098ad4243f26292602a79
"bitumen seal, polymer EP4 flame retardant",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…]",37940,e81d2094187b18a054ece30c86fbc600
"bitumen seal, V60",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…]",37940,40d513f09355ce34627b66667a49502d
"bitumen seal, VA4",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…]",37940,64f3d5ca71c9f626bf8864bc5bbbaf15
"synthetic graphite, battery grade",GlasNonMetal,Glass and other non-metallic products,Manufacture of basic chemicals,2011, Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in t[…],37950,4a8a87d97b38d70e1fe3a3176a76e757
expanded clay,GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, article[…]",37990,98f420aeb7a83801c83e236e8b6f88f7
expanded perlite,GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, article[…]",37990,7889fe0b5de6616a0e1f94323a3fbbe3
expanded vermiculite,GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, article[…]",37990,ba1ffda5f7b86ffed2cc3735f104638c
stone wool,GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, article[…]",37990,264fa5667c23430af5db0f68a2aee9c4
"stone wool, packed",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399," Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, article[…]",37990,b307f5314d73b61bfef80615ae56af54
pig iron,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410," Pig iron and spiegeleisen in pigs, blocks or other primary forms",41111,8304d8501fd09a14a293b52d05b8ca15
"ferrochromium, high-carbon, 68% Cr",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Ferro-manganese,41112,de2741e47837de169b2b34281cfbc54c
"ferromanganese, high-coal, 74.5% Mn",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Ferro-manganese,41112,97a8183ff1b4386e8c591637a765f807
"ferrochromium, high-carbon, 55% Cr",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Ferro-chromium,41113,312c9a4d97eb90b36b193920f23e1b26
ferronickel,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Ferro-nickel,41114,2e902864e7bb133adc404b68833a28f5
"ferroniobium, 66% Nb",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Other ferro-alloys,41115,97b287002c7745541cca8c443d48377d
ferrosilicon,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Other ferro-alloys,41115,2ce06ef3c4a0d2efb06de4d6bc45e6d9
iron-nickel-chromium alloy,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Other ferro-alloys,41115,513b44ccd88202a95502e4206edcf63a
iron pellet,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410," Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets[…]",41116,51c1d66a701f7ed074034b7834baaadb
iron sinter,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410," Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets[…]",41116,01523f13f226a982985a13da4daf3a06
sponge iron,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410," Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets[…]",41116,a5863b145cae7d0247636fd7f3977547
"steel, unalloyed",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410," Non-alloy steel in ingots or other primary forms, and semi-finished products of non-alloy steel",41121,4cab95d56f87fa4b3bd41c9e2b3f3e96
"steel, chromium steel 18/8",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Alloy steel in ingots or other primary forms and semi-finished products of alloy steel,41122,2fcb113a0b3e54fb19b9c030aee4dcd0
"steel, chromium steel 18/8, hot rolled",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Alloy steel in ingots or other primary forms and semi-finished products of alloy steel,41122,8b7d4a871db3aec512b14d038b99017f
"steel, low-alloyed",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic iron and steel,2410, Alloy steel in ingots or other primary forms and semi-finished products of alloy steel,41122,fde24c508279edf6f4837926e06bbdf6
silver,MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […]",41310,f4afe468c7f10fd6e0f4da1e6d6ca6a6
"silver, unrefined",MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […]",41310,f7383df010069c8acda1d02ed8cbbc93
gold,MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form",41320,ec8e5749f7f3f375ce7eae79780ed547
"gold-silver, ingot",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form",41320,b900a6e781f3303dffdd0ad7d45c3a2e
platinum,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Platinum, unwrought or in semi-manufactured forms, or in powder form",41330,9692baac90ac1e66554f019d3c5cd521
copper telluride cement,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Copper mattes; cement copper,41411,ac3b5f74ba0523bc264d6632a17b5faa
copper cake,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unrefined copper; copper anodes for electrolytic refining,41412,f418b01b7950306fef6c3c39e1114127
copper-rich materials,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unrefined copper; copper anodes for electrolytic refining,41412,863c955e30ff2e70ff2205feeaaf8e49
"copper, anode",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unrefined copper; copper anodes for electrolytic refining,41412,c0cf50f23729fcffb7c365fddf37469c
nickel-rich materials,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unrefined copper; copper anodes for electrolytic refining,41412,94fd97c060b812a1d660465da5955560
"copper, cathode",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Refined copper and copper alloys, unwrought; master alloys of copper",41413,b28b4e93d79feede22534c6479cc1ab7
"process-specific burdens, import of copper to Switzerland",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Refined copper and copper alloys, unwrought; master alloys of copper",41413,fd9feb982af6a16db9d47cb79f517967
"nickel, class 1",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unwrought nickel,41422,ecb6b7567a4f31c9dfbb4e648c0518f5
"aluminium alloy, AlLi",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unwrought aluminium,41431,96fbe292dbc47618de4eaac2c0758836
"aluminium alloy, AlMg3",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unwrought aluminium,41431,ca0f1c0fdc5ab88478436fd56dd1734e
"aluminium alloy, metal matrix composite",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unwrought aluminium,41431,17e18f551f76976963e8659a61b64f33
"aluminium, cast alloy",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unwrought aluminium,41431,44640ace81782e1d663a3ce4bad025a1
"aluminium, primary, cast alloy slab from continuous casting",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unwrought aluminium,41431,f3ed8519c982ff7721531ea2613b955a
"aluminium, primary, ingot",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unwrought aluminium,41431,0f1479fbbe871089eebaf7d3897e8f6e
"aluminium, primary, liquid",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Unwrought aluminium,41431,9aef93b0cdde0ccd860403d206f04a83
"aluminium oxide, metallurgical",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Alumina (aluminium oxide), except artificial corundum",41432,1c585c6095867fefa6d96ab242072699
"aluminium oxide, non-metallurgical",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Alumina (aluminium oxide), except artificial corundum",41432,3fe4a991d2788ee6cd1cf9b9733df24f
lead,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Lead, unwrought",41441,0a007b350be59cbd2d20a1ae78f8711f
lead concentrate stockpiling,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Lead, unwrought",41441,9f07d847451f69687fd4f965cb0a7e05
zinc,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Zinc, unwrought",41442,6907c025629d658d44f992de43d45f36
tin,MetalAlloy,"Basic metals & alloys, their semi-finished products",Casting of non-ferrous metals,2432," Tin, unwrought",41443,f4252391908b8cb90c6f56f00f8f0321
"wire drawing, copper",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Wire of copper,41513,8106cc424946e4162dc201a4519791da
beryllium,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,242," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,8c0efc6a8dc95853d2bf29ae5f0dbc8e
cobalt acetate,MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,f2262df271e62e585751ae58668fa709
cobalt carbonate,MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,d52e86e991af63c74eb445ecf9aaf911
cobalt hydroxide,MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,08373b236a4c67cffdb206a9c025cb61
cobalt oxide,MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,c97d98ee3b21a0c118f14d1610b537c9
"tantalum concentrate, 30% Ta2O5",MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,365fd5af54e39b4e990e7cf7059d0842
"titania slag, 85% titanium dioxide",MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,8e7b2af4f2fae2240129660aa8f6b865
"titania slag, 94% titanium dioxide",MetalAlloy,"Basic metals & alloys, their semi-finished products",Mining of other non-ferrous metal ores,729," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,d93bab74f5c7645c8609ee0dd8c5f392
ammonium paratungstate,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,47a9987d7578ef43b908f67d600a706d
beryllium hydroxide,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,ca2542768fac1395d90e1b5dbcb3faf2
cobalt,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,00c79a1a6e60e46210a74cd334da2bfd
hafnium sponge,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,2ff345645ebbb740eb9b6fcd37049ca3
"indium rich leaching residues, from zinc production",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,77bfa0280e13002bf94cf28b8db3f98d
"indium rich leaching residues, from zinc production stockpiling",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,bedd74eef0b0d9b4521cdd8c765c4f2c
magnesium,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,908fcd2e19be274cc5feff4672191668
"magnesium-alloy, AZ91",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,6e22eec0b157e20ed168eeeb418a03c0
"magnesium-alloy, AZ91, diecast",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,05e6acc70f275a277a02614f001179a9
"magnesium, for reuse in hafnium sponge production",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,5155f517cf9c643f3f937ac7a4d9a64f
"magnesium, for reuse in titanium sponge production",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,a1fc7dc3c448b5ddf921a57047544619
"magnesium, for reuse in zirconium sponge production",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,101a2465fb46231ea1b747c6de3badbf
molybdenum,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,b05a408cca8ab44f6b1272ffa0a5807b
molybdenum trioxide,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,5ec0931bc42502abddbb72f60455197c
titanium,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,75a320ec8604cbf9b473e661fecce1ba
titanium sponge,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,5d3bb2f065d9744931456f780991061c
"titanium, triple-melt",MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,99b8fefe9def21ad054976d067b49650
tungsten carbide powder,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420," Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […]",41601,a0df8aa0ec4c81dd26cf59b4c1f9eba6
